66109	thought canada had strict gun control help me understand what is happening	NOT	NULL	NULL
19419	they don want you following people because they don like conservative sickening how biased twitter management is twitterleftbias	NOT	NULL	NULL
32942	he is doing life tho	NOT	NULL	NULL
74285	it so very important between now and the midterm to get the word out that all the democrat want people of color to believe is they support them which a you know is so false how can the word spread even more to those who need to know maga naacp	NOT	NULL	NULL
77319	antifa is not giving death threat to professor ford or threatening violence if their candidate loses or spanky is impeached	OFF	TIN	IND
30517	have you seen or listened to your antifa pal	NOT	NULL	NULL
69077	in case of antifa take little bat or something good for you more of should do that kind of thing	NOT	NULL	NULL
67758	your title scare me little bit	NOT	NULL	NULL
35944	gt eradicating hiv and malaria in the middle of africa good bloody luck	NOT	NULL	NULL
48223	the only interaction of tory volunteer with fcp volunteer that witnessed today wa the one demanding that our float be moved to the back of the parade ableg cdnpoli	NOT	NULL	NULL
47168	and who seems to be getting thing done	NOT	NULL	NULL
53947	i added video to playlist combat mon frere v ismael et maga assassin v david le boxer yfc 2	NOT	NULL	NULL
49504	so ha the law changed you just make an allegation now day and your guilty until proven innocent liberal are mentally ill	OFF	TIN	GRP
66291	straight up different thank joe biden for that one also wonder the outcome if her name had been antifa hill	NOT	NULL	NULL
31229	this game suck donkey ball	OFF	TIN	GRP
75850	yo for real you are gorgeous	NOT	NULL	NULL
88546	absolutely should be nail in the coffin for hilliary	OFF	TIN	IND
29241	hope he get on twitter so can tell him how amazing he is	NOT	NULL	NULL
19842	who are they gun control ha been tried and is proven failure this is why people don vote democrat they refuse to admit reality gun control doesn work	NOT	NULL	NULL
69232	so the overwhelming liberal in the populated state can make policy for the rest of america with whom they have no clue about just because california ha the biggest population doe not mean the s share in their value get clue hillary	NOT	NULL	NULL
36471	doesn he partly fund antifa	NOT	NULL	NULL
32897	he is dumbass	OFF	TIN	IND
62072	and levistrauss wanting gun control how many of u wonder why the heck do they want our freedom taken away or is it just selective freedom	OFF	TIN	GRP
95444	at this point in time don think pres trump give sh and neither do lol	OFF	TIN	IND
51172	k conservative get to the poll vote red	NOT	NULL	NULL
62481	donnie jr you and your family owe the country an apology for taking your criminal activity into our white house you are lining your pocket while your father is unfit and making mockery of our republic shame on you and your family justice will prevail	OFF	TIN	IND
71895	a harvard harris poll conducted this year found that 48 percent of black american said they would like to see between only one and 250 000 legal immigrant brought to the s year maga tcot	NOT	NULL	NULL
78366	any doubt that have officially become the national socialist american worker party is gone with ppl like those on and acting a der sturmer and antifa a their einsatzgruppen waffen s detachment	NOT	NULL	NULL
39021	oh my carmen he is so fricking cute	OFF	TIN	IND
68840	chelsea is a crazy a her mother	OFF	TIN	IND
96837	it time the conservative binnedboris and sent lyin lynton back to australia	NOT	NULL	NULL
51815	the 2015 manifesto promised me my vote back so where is it you think brexit would have gone through if all the brit in the eu27 had been allowed to vote the referendum wa gerrymandered	NOT	NULL	NULL
62023	the metoo movement must be an extension of antifa and is complete joke if this movement wasn selective joe biden would be in court for fonding girl on camera	NOT	NULL	NULL
10253	you are awesome thank you you give humanity hope	NOT	NULL	NULL
21367	goober	NOT	NULL	NULL
33797	another uninformed	NOT	NULL	NULL
11160	forgot he is their foster child	NOT	NULL	NULL
32916	and the brainless dems want u to believe that he doesn have the majority liberal is just like their leader the corrupts obama and crookedhillary both are real bad loser maga trump	OFF	TIN	GRP
47427	no fucking way he said this	NOT	NULL	NULL
87052	such supposedly smart people didn think for one moment that in the audience there are people who voted trump and are scared shitless hearing the top brass speak that way	NOT	NULL	NULL
29556	m not surprised it take sick woman to make this type of accusation the kind you can only find on the far left liberal are praying that the really weak member of the gop like collins and flake will pull back their support	NOT	NULL	NULL
18547	california gun control is direct result of white people scared of black panther using their right to bear arm nra had no problem with that gun control	OFF	TIN	GRP
32688	or where 25 oct 2005 brazil citizen overwhelming voted no on the government implementing strict gun control by factor of 63 9 and the brazilian government still violates that referendum everyday a brazilian are murdered zero effective method of self defense	NOT	NULL	NULL
57850	if we claim to be without sin we deceive ourselves and the truth is not in u if we confess our sin he is faithful and just and will forgive u our sin and purify u from all unrighteousness 1 john 1 5 9	NOT	NULL	NULL
82607	and yet million of permit holding people carried legally concealed firearm that same day and didn hurt themselves or anyone else but yet they want to have stronger gun control idiot our wonderful medium ha to hype incident that fit their agenda	OFF	TIN	GRP
82339	yes do hurt your self gun control freak	OFF	TIN	GRP
98077	you get more like this guy with every hysterical tweet	NOT	NULL	NULL
62815	he always show dedication at what he doe no wonder he is the best	NOT	NULL	NULL
34510	bullshit regulation are good because it keep conservative from striping our land into the abyss	OFF	TIN	GRP
53501	the owner of my culo	OFF	TIN	IND
69928	now she scarred herself for life lol maga	OFF	TIN	IND
31853	you fucking	OFF	TIN	IND
13872	confirm the man the left wing activist is liar who story change no hard evidence christineblaseyford innocent until proven guilty confirmkavanaugh maga weakrinos republican	OFF	TIN	GRP
30791	reagan also signed the first gun control bill a governor of ca	NOT	NULL	NULL
80385	awe hogwash do we really need you to overstate the obvious	NOT	NULL	NULL
54292	30 year a judge 6 extensive background not peep link to trump boom do conservative only rape liberal	NOT	NULL	NULL
28985	i assuming m not going to get an answer brainless liberal stooge ocasio cortez on 40t policy plan wakeupamerica this is not america future vote republican or surrender america to these dem moron maga	OFF	TIN	OTH
52375	1 this man seriously need mental health treatment and should have his firearm confiscated until he is no longer danger to himself or others 2 m waiting for gun control advocate to add this to their list of school shooting 3 who buy 22 caliber handgun why	NOT	NULL	NULL
74004	leftist showing yet again how vile they can be	OFF	TIN	GRP
70838	he is drunk crazy man	OFF	TIN	IND
64577	honored to be included with all these fine patriot thank you rena maga dean	NOT	NULL	NULL
44448	please shut up ontario is seeing what conservative stand for is not helping you loose this province your never going anywhere not they you will any way your completely out of tune with canadian mr harper oops mean mr scheer common mistake you so much alike	NOT	NULL	NULL
53928	you are not alone wa sexually assaulted by fellow law student in 1978 never reported it because didn think would be believed however something happened that made me realize wasn his only victim then felt d made colossal mistake	NOT	NULL	NULL
45337	but liberal do	NOT	NULL	NULL
85707	another terrorist attack not reported by msm	NOT	NULL	NULL
63292	dont know who you are so imma just	NOT	NULL	NULL
15991	all that money hadn made smarter	OFF	TIN	IND
25009	yes he is from gilmer it make me laugh so much	NOT	NULL	NULL
90990	both my lifeline	NOT	NULL	NULL
65785	always thought ford wa level headed guy guess not note to ford climate change is summer fall winter spring happens every year get over it	NOT	NULL	NULL
38837	yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown	OFF	UNT	NULL
94182	unfortunately you re right keep it real she is the assault weapon	NOT	NULL	NULL
77653	she is real rocky oh my god	NOT	NULL	NULL
27238	thank you to everyone for making this possible you are amazing and so are the beautiful bear m member of oliver army and appreciate everything you do to make life better	NOT	NULL	NULL
12892	yeah we got everything sorted that needed to be sorted she is still only taking small sip of her wine unusual for emily but she guessed jj wouldn profile her	NOT	NULL	NULL
16885	by the way why don you move to haiti you liberal seem to make shit hole out of large city so go somewhere where it already shit hole so you don have to do any work	OFF	TIN	GRP
46581	yes she is	NOT	NULL	NULL
41517	he tried this before and it went nowhere he 100 pro gun control done	NOT	NULL	NULL
22717	he could have killed a many with hunting rifle with the time and vantage he had he had close to an hour before police entered his room his actual shooting wa over 10 min making this about gun control is just going to get more people killed we need to be smarter	NOT	NULL	NULL
88539	aha yes see that the individual sense of needing to belong to winning team because of the constant conditioning of self devaluation see strong sense of this on the side but on the left hillary antifa side a well regardless if they think they re winning or not	NOT	NULL	NULL
65786	oh no know why that just don know what she is talking about because don see tweet she is repling too lol	NOT	NULL	NULL
54437	and here we have another demonstration that gun free zone don work brought to you by liberal who more than likely support stricter gun control	NOT	NULL	NULL
19514	shouldn pussy grabbing be the one wearing the glove while handling food maga	OFF	TIN	IND
57943	you have no plan for the environment even conservative should be able to understand that you have to be able to live on the planet to make money there	NOT	NULL	NULL
66328	this is what happens when you tell white liberal that they don get to congratulate themselves on how woke they are until they put their money where their mouth is that simple fact of life break their brain	NOT	NULL	NULL
34317	antifa doesn beat facsists to try to get them to change their mind they know it a lost cause to try to change fascist mind they do it to scare them into hiding to demoralize them and to stop the spread of their hateful ideology there is no forcing view on others	OFF	TIN	IND
44837	soros is at the root of everything and anything anti american he ha his money in hollywood all the way to islam and antifa to illegals	NOT	NULL	NULL
36289	firemorningjoe he is cut from the same cloth a all other conservative his misogyny and bigotry are always on display he is responsible for trump	OFF	TIN	GRP
80570	truly ha got to be the most idiotic thing ve ever seen	OFF	UNT	NULL
43185	brigitte gabriel ha experienced life that most would have nightmare from she is sounding the alarm for american buy her book pay attention to what she is warning america about	NOT	NULL	NULL
86477	it doe work if you want to control population australian gun control had no effect on homicide	OFF	TIN	OTH
67080	poor baby	NOT	NULL	NULL
96270	antifa democrat dixiecrats kkk	NOT	NULL	NULL
44015	liberal ruin everything	OFF	TIN	GRP
48060	and don forget his telling primarily black liberal audience conservative want to put them back in chain	NOT	NULL	NULL
31065	sad for both to be exploited and also to have reputation destroyed now ve read she part of antifa	NOT	NULL	NULL
11411	that what happens when you let liberal get hold of gun that would be good place to start gun control ban liberal from getting gun	OFF	TIN	GRP
10133	you look happy maga	OFF	TIN	IND
22128	trump proposes racial profiling a tactic to start thinking about	NOT	NULL	NULL
36518	introducing my sweet sweet baby king he is always sooo nice and when try to sit on the sofa he never attack me	NOT	NULL	NULL
59559	there all gone tho and inputed them from bottom to top with the first 20seconds of your tweet you good 1 tmart	NOT	NULL	NULL
99618	exactly he is on record basically saying the president is above the law it should be noted that the gop is fine with this rudy ha his own issue	NOT	NULL	NULL
53309	kamalaharris the new dem emperor with no clothes taxpayer funded unprecedented armed protection for gun control sen kamala harris via	NOT	NULL	NULL
29497	yet she is fat herself	OFF	TIN	IND
84329	there wa plenty of evidence that he wa guilty of what hill accused him of but since conf hearing aren about guilty innocence got on the bench time are diff now why a journalist you don call out white supremacy alt right but antifa and pick on	NOT	NULL	NULL
50315	you don understand who he is and is capablities despite the proof in the economy my hypothesis is that you have been lied to by liberal your entire life and are believing what you are told the liberal medium made bill clinton look good and could do the same with trump	NOT	NULL	NULL
97959	oath must be subpoenaed to testify there is lifetime appointment at stake here please do it right this time amp do not allow orrin hatch who ha already made up his mind she is lying be allowed to question her his kind of question could invite lawsuit	NOT	NULL	NULL
66524	all are the best	NOT	NULL	NULL
97300	what joke she is gem alright she is racist phony right along with this racist phony that think she will follow me from her second account and block me because speak the truth could care le about follower like it a big party care that they discriminate	OFF	TIN	IND
12919	indeed he is	NOT	NULL	NULL
40855	because m little concerned about the follower because they slowly become more and more sort of right wing sjw antifa thingie also excuse me for my horrible english it not my native languase and didn had much schooling in it so m sorry if it suck	NOT	NULL	NULL
84100	yep antifa are literally hitler	NOT	NULL	NULL
21270	wow you are so hot	NOT	NULL	NULL
41818	she is the most deserving woman to be happy	NOT	NULL	NULL
12435	ve noticed lot of conservative are thoroughly disingenuous when engaging in twitter	NOT	NULL	NULL
14808	may be you have forgotten that at the moment we are eu citizen and so all right afforded to u are the same a for other eu citizen don believe all the shit that go on in your head	OFF	TIN	GRP
82579	that just modelling plenty of woman make shit ton of money just for looking good	NOT	NULL	NULL
84523	just watching horizon show about scientist that discovered dna mix between human and neanderthal would have thought trump getting elected would have been proof enough maga	NOT	NULL	NULL
61917	hope there is way to watch it on tv ted spanking liberal is always enjoyable	NOT	NULL	NULL
33322	just looked up his work history he is listed on the board of leading age service aust lasa and come from medicare local alliance what ever the hell that is	OFF	UNT	NULL
79251	he should look in mirror	NOT	NULL	NULL
42540	m sure he is	NOT	NULL	NULL
13881	send him this party manifesto where they promised they will help family maybe that will remind him his duty hostileenvironment priceonlove skypefamilies	NOT	NULL	NULL
70402	family being separated at the border in fact the picture of child in cage that liberal were using to show how evil trump is wa actually taken while obama wa president	NOT	NULL	NULL
83462	but antifa is her people	NOT	NULL	NULL
87206	we had people vote on 23 june 2016 the people rejected the craven worship which you stand for by majority of over 1m you re contemptuously defying the will of the people amp 2017 ge manifesto amp supporting soros in undermining democracy instead	NOT	NULL	NULL
87300	cause who bitch be playing with god aint give me the gift for nothing	OFF	TIN	GRP
54125	she is free a bird to return to her muslim homeland	NOT	NULL	NULL
75848	mom speaks into her phone to compose text for my brother she is angry so she yell at the phone while telling it what to type like my brother will be able to tell she wa even yelling ‍ ️	NOT	NULL	NULL
14948	melting snow flake	NOT	NULL	NULL
66798	who the victim that remains to be seen liberal have turned kavanaughs hearing into circus from the first minute it started	NOT	NULL	NULL
80497	coming from the man that threatened to try and kick turmps as now don that take set of ball s	OFF	TIN	IND
38561	you re shocked to hear that liberal want to centralize power at the federal level	NOT	NULL	NULL
55203	he is best of the best	NOT	NULL	NULL
31776	whatilearnedtoday liberal can win without lying	NOT	NULL	NULL
60916	fast and furious holder lol	NOT	NULL	NULL
97277	getting scared ugly man	OFF	TIN	IND
63113	is one of the only show that are progressive that can stand to watch he dislike the right and left evenly and you know who he is right from the start if you ve never seen his show check it out on youtube insightful maga	NOT	NULL	NULL
59721	he is not supreme court worthy	NOT	NULL	NULL
53839	god hope not	NOT	NULL	NULL
15616	yes he is	NOT	NULL	NULL
95200	bitch	OFF	UNT	NULL
77769	amp terroism amp starvation amp flint amp poverty amp climate change amp global warming amp sex trafficking amp bullying amp body shaming amp police brutality amp feminism amp gun control amp march amp protest	OFF	TIN	IND
65790	can prove causation either but while the conservative in cda surely love the idea of 𝙿𝚎𝚝𝚊𝚕𝚜 𝙼𝚌𝙿𝙾𝚄𝚃𝚂𝙵𝚊𝚌𝚎 bashing pm can help but think they re also egging the former to continue the bashing to boost their fortune vainly	NOT	NULL	NULL
48548	2 republican men in picture 85 and 84 what are men of that age are law maker too old no sorry young republican are like young conservative they are all born at 40 year of age	NOT	NULL	NULL
83751	liberal can meme they have no sense of humor or knowledge of meme ing philosophy	NOT	NULL	NULL
62541	any she is stunning	NOT	NULL	NULL
62107	yea your the bitch on the right getting smacked	OFF	UNT	NULL
18474	why the focus on the proud boy know you re not real journalist kelly but why not focus on the one doing all of the violence antifa if you want story focus on why journalist leftist activist are constantly ignoring antifa attack on people	NOT	NULL	NULL
33096	hahaha big thigh is not going to make it	OFF	TIN	IND
22879	it called educating liberal	NOT	NULL	NULL
81470	maga christineford trump2020 tcot ccot americafirst patriot brettkavanaugh had this to say about bill clinton during whitewater it imperative to make his pattern of revolting behavior clear piece by painful piece indeed	OFF	TIN	IND
20322	maga people are very low iq gdp growth mean literally nothing in no way doe this translate to higher income for white familes or individual all that billion go to company or government and what job did he create labour which pay le than living wage lmao	OFF	TIN	IND
26694	if you wonna get paid pick up the energy people scream and shout like you re at the kavanaugh hearing	NOT	NULL	NULL
60130	bro go watch how he hold his backwood in the interview like that shit wa irritating lmao nigga is mad suspicious	OFF	TIN	IND
54559	a bitch built like that could beat my as all she want	OFF	TIN	IND
34961	trash	NOT	NULL	NULL
14285	very pathetic man	OFF	TIN	IND
25012	she is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism	NOT	NULL	NULL
19121	shouldve played saint marie instead of london dock saint wa as for me	NOT	NULL	NULL
61272	thank goodness he is not mn passive aggressive love it	NOT	NULL	NULL
